"Num_Acc","num_veh","id_usa","date","ville","id_code_insee","latitude","longitude","descr_cat_veh","descr_agglo","descr_athmo","descr_lum","descr_etat_surf","description_intersection","an_nais","age","place","descr_dispo_secu","descr_grav","descr_motif_traj","descr_type_col"
200900009239,"A01",763974,"2009-06-22 11:55:00","PARIS 18","75118",48.8925,2.3444,"Scooter > 125 cm3","En agglomération","Normale","Plein jour","Normale","Place","1970","53","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules - Frontale"
200900009259,"B01",764010,"2009-06-23 08:00:00","PARIS 11","75111",48.8584,2.3795,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en X","1959","64","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules - Frontale"
200900009285,"B01",764063,"2009-06-23 23:15:00","PARIS 14","75114",48.8296,2.3267,"Scooter < 50 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Intersection en X","1986","37","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules - Frontale"
200900009292,"B01",764073,"2009-06-24 10:10:00","PARIS 03","75103",48.8637,2.359,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en X","1966","57","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Promenade – loisirs","Deux véhicules - Frontale"
200900009312,"A01",764111,"2009-06-24 18:50:00","PARIS 16","75116",48.86,2.262,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1964","59","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules - Frontale"
200900009321,"B01",764131,"2009-06-25 09:15:00","PARIS 12","75112",48.8352,2.4458,"Bicyclette","En agglomération","Normale","Plein jour","Normale","Intersection en T","1972","51","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules - Frontale"
200900009325,"A01",764139,"2009-06-25 00:45:00","PARIS 12","75112",48.8352,2.4458,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1973","50","4","Utilisation d'une ceinture de sécurité ","Blessé léger","Domicile – travail","Deux véhicules - Frontale"
200900009325,"B01",764140,"2009-06-25 00:45:00","PARIS 12","75112",48.8352,2.4458,"Motocyclette > 125 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1980","43","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules - Frontale"
200900009336,"A01",764168,"2009-06-25 14:55:00","PARIS 10","75110",48.8761,2.3602,"Scooter > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1977","46","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules - Frontale"
200900009336,"B01",764167,"2009-06-25 14:55:00","PARIS 10","75110",48.8761,2.3602,"Bicyclette","En agglomération","Normale","Plein jour","Normale","Hors intersection","1943","80","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules - Frontale"
200900009366,"B01",764226,"2009-06-26 15:25:00","PARIS 17","75117",48.8872,2.3075,"Cyclomoteur <50cm3","En agglomération","Normale","Plein jour","Normale","Intersection en X","1992","31","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Domicile – travail","Deux véhicules - Frontale"
200900009382,"A01",764256,"2009-06-27 09:00:00","PARIS 20","75120",48.8632,2.4001,"VL seul","En agglomération","Normale","Plein jour","Normale","Giratoire","1979","44","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Utilisation professionnelle","Deux véhicules - Frontale"
200900009392,"B01",764279,"2009-06-27 16:30:00","PARIS 11","75111",48.8584,2.3795,"Scooter < 50 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en X","1990","33","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules - Frontale"
200900009392,"B01",764280,"2009-06-27 16:30:00","PARIS 11","75111",48.8584,2.3795,"Scooter < 50 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en X","1990","33","2","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules - Frontale"
200900009411,"B01",764327,"2009-06-28 09:10:00","PARIS 12","75112",48.8352,2.4458,"Bicyclette","En agglomération","Normale","Plein jour","Normale","Intersection en T","1981","42","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules - Frontale"
200900009445,"B01",764397,"2009-06-29 14:50:00","PARIS 14","75114",48.8296,2.3267,"Motocyclette > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en X","1954","69","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules - Frontale"
200900009462,"B01",764431,"2009-06-29 20:50:00","PARIS 18","75118",48.8925,2.3444,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1983","40","2","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules - Frontale"
200900009462,"B01",764432,"2009-06-29 20:50:00","PARIS 18","75118",48.8925,2.3444,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1982","41","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules - Frontale"
200900009469,"A01",764449,"2009-06-30 01:30:00","PARIS 06","75106",48.8493,2.3324,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Intersection en X","1985","38","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules - Frontale"
200900009490,"B01",764489,"2009-06-30 20:10:00","PARIS 19","75119",48.8817,2.3834,"Cyclomoteur <50cm3","En agglomération","Normale","Plein jour","Normale","Intersection en Y","1983","40","2","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules - Frontale"
200900012539,"B01",771303,"2009-07-10 16:25:00","PARIS 06","75106",48.8493,2.3324,"Bicyclette","En agglomération","Normale","Plein jour","Normale","Intersection en T","1974","49","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Promenade – loisirs","Deux véhicules - Frontale"
200900012753,"B01",771730,"2009-07-21 09:25:00","PARIS 12","75112",48.8352,2.4458,"Bicyclette","En agglomération","Normale","Plein jour","Normale","Hors intersection","1976","47","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Domicile – travail","Deux véhicules - Frontale"
200900016308,"B01",779685,"2009-08-30 14:00:00","PARIS 05","75105",48.8448,2.3551,"VL seul","En agglomération","Normale","Plein jour","Normale","Hors intersection","1979","44","1","Utilisation d'une ceinture de sécurité ","Indemne","Utilisation professionnelle","Deux véhicules - Frontale"
200900020469,"B01",788996,"2009-09-10 09:35:00","PARIS 13","75113",48.8283,2.3627,"Motocyclette > 125 cm3","En agglomération","Temps couvert","Plein jour","Normale","Intersection à plus de 4 branches","1961","62","1","Utilisation d'un casque ","Indemne","Domicile – travail","Deux véhicules - Frontale"
200900020694,"A01",789442,"2009-09-19 15:00:00","PARIS 11","75111",48.8584,2.3795,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection en X","1945","78","1","Utilisation d'une ceinture de sécurité ","Indemne","Promenade – loisirs","Deux véhicules - Frontale"
200900020702,"A01",789463,"2009-09-19 18:35:00","PARIS 06","75106",48.8493,2.3324,"VU seul 1,5T <= PTAC <= 3,5T avec ou sans remorque ","En agglomération","Normale","Plein jour","Normale","Intersection en X","1972","51","1","Utilisation d'une ceinture de sécurité ","Indemne","Utilisation professionnelle","Deux véhicules - Frontale"
200900020745,"A01",789554,"2009-09-22 16:00:00","PARIS 08","75108",48.8722,2.3124,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection en T","1984","39","1","Utilisation d'une ceinture de sécurité ","Indemne","Utilisation professionnelle","Deux véhicules - Frontale"
200900020748,"A01",789560,"2009-09-22 16:20:00","PARIS 12","75112",48.8352,2.4458,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection en X","1944","79","1","Utilisation d'une ceinture de sécurité ","Indemne","Domicile – travail","Deux véhicules - Frontale"
200900020868,"A01",789806,"2009-09-25 16:50:00","PARIS 11","75111",48.8584,2.3795,"Scooter < 50 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1992","31","1","Utilisation d'un casque ","Indemne","Promenade – loisirs","Deux véhicules - Frontale"
200900020868,"B01",789807,"2009-09-25 16:50:00","PARIS 11","75111",48.8584,2.3795,"Autobus","En agglomération","Normale","Plein jour","Normale","Hors intersection","1985","38","1","Présence d'une ceinture de sécurité - Utilisation non déterminable","Indemne","Promenade – loisirs","Deux véhicules - Frontale"
200900020975,"A01",790017,"2009-09-30 00:20:00","PARIS 15","75115",48.8412,2.3002,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Intersection en T","1959","64","1","Utilisation d'une ceinture de sécurité ","Indemne","Utilisation professionnelle","Deux véhicules - Frontale"
200900021001,"A01",790066,"2009-09-30 20:10:00","PARIS 19","75119",48.8817,2.3834,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1983","40","1","Utilisation d'une ceinture de sécurité ","Indemne","Promenade – loisirs","Deux véhicules - Frontale"
200900020702,"B01",789464,"2009-09-19 18:35:00","PARIS 06","75106",48.8493,2.3324,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en X","1971","52","1","Présence d'un casque - Utilisation non déterminable","Blessé hospitalisé","Promenade – loisirs","Deux véhicules - Frontale"
200900020220,"A01",788510,"2009-09-01 08:50:00","PARIS 02","75102",48.8691,2.3473,"Motocyclette > 125 cm3","En agglomération","Pluie légère","Plein jour","Mouillée","Intersection à plus de 4 branches","1979","44","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Promenade – loisirs","Deux véhicules - Frontale"
200900020220,"B01",788511,"2009-09-01 08:50:00","PARIS 02","75102",48.8691,2.3473,"Bicyclette","En agglomération","Pluie légère","Plein jour","Mouillée","Intersection à plus de 4 branches","1968","55","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Domicile – travail","Deux véhicules - Frontale"
200900020469,"A01",788995,"2009-09-10 09:35:00","PARIS 13","75113",48.8283,2.3627,"Bicyclette","En agglomération","Temps couvert","Plein jour","Normale","Intersection à plus de 4 branches","1974","49","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Autre","Deux véhicules - Frontale"
200900020694,"B01",789443,"2009-09-19 15:00:00","PARIS 11","75111",48.8584,2.3795,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en X","1986","37","2","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules - Frontale"
200900020694,"B01",789444,"2009-09-19 15:00:00","PARIS 11","75111",48.8584,2.3795,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en X","1981","42","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules - Frontale"
200900020745,"B01",789555,"2009-09-22 16:00:00","PARIS 08","75108",48.8722,2.3124,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en T","1980","43","1","Utilisation d'un casque ","Blessé léger","Utilisation professionnelle","Deux véhicules - Frontale"
200900020748,"B01",789561,"2009-09-22 16:20:00","PARIS 12","75112",48.8352,2.4458,"Bicyclette","En agglomération","Normale","Plein jour","Normale","Intersection en X","1971","52","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Domicile – travail","Deux véhicules - Frontale"
200900020868,"A01",789805,"2009-09-25 16:50:00","PARIS 11","75111",48.8584,2.3795,"Scooter < 50 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1990","33","2","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules - Frontale"
200900021001,"B01",790065,"2009-09-30 20:10:00","PARIS 19","75119",48.8817,2.3834,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1961","62","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules - Frontale"
200900026787,"A01",803198,"2009-10-03 09:02:00","PARIS 16","75116",48.86,2.262,"VL seul","En agglomération","Temps couvert","Plein jour","Normale","Hors intersection","1955","68","1","Utilisation d'une ceinture de sécurité ","Indemne","Domicile – travail","Deux véhicules - Frontale"
200900026843,"A01",803303,"2009-10-06 18:50:00","PARIS 17","75117",48.8872,2.3075,"VL seul","En agglomération","Normale","Plein jour","Normale","Hors intersection","1981","42","1","Utilisation d'une ceinture de sécurité ","Indemne","Promenade – loisirs","Deux véhicules - Frontale"
200900026983,"B01",803594,"2009-10-12 11:15:00","PARIS 11","75111",48.8584,2.3795,"VU seul 1,5T <= PTAC <= 3,5T avec ou sans remorque ","En agglomération","Normale","Plein jour","Normale","Hors intersection","1972","51","1","Utilisation d'une ceinture de sécurité ","Indemne","Utilisation professionnelle","Deux véhicules - Frontale"
200900027086,"A01",803794,"2009-10-15 15:20:00","PARIS 16","75116",48.86,2.262,"VL seul","En agglomération","Normale","Plein jour","Normale","Hors intersection","1953","70","1","Utilisation d'une ceinture de sécurité ","Indemne","Utilisation professionnelle","Deux véhicules - Frontale"
200900027114,"A01",803851,"2009-10-18 13:10:00","PARIS 15","75115",48.8412,2.3002,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection en X","1982","41","1","Utilisation d'une ceinture de sécurité ","Indemne","Promenade – loisirs","Deux véhicules - Frontale"
200900027114,"B01",803853,"2009-10-18 13:10:00","PARIS 15","75115",48.8412,2.3002,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection en X","1954","69","1","Utilisation d'une ceinture de sécurité ","Indemne","Promenade – loisirs","Deux véhicules - Frontale"
200900027115,"A01",803855,"2009-10-18 14:10:00","PARIS 11","75111",48.8584,2.3795,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection en X","1976","47","1","Utilisation d'une ceinture de sécurité ","Indemne","Promenade – loisirs","Deux véhicules - Frontale"
200900027248,"A01",804129,"2009-10-22 07:35:00","PARIS 07","75107",48.8567,2.3208,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection en T","1985","38","1","Présence de ceinture de sécurité non utilisée ","Indemne","Domicile – travail","Deux véhicules - Frontale"
